@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,frequency,unit,time,Frequency,Unit,Time
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-05-13,1971-05-13,40.8,40.8,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-05-14,1971-05-14,41.2,41.2,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-05-17,1971-05-17,40.7,40.7,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-05-18,1971-05-18,40.9,40.9,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-05-19,1971-05-19,40.6,40.6,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-05-20,1971-05-20,41.15,41.15,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-05-21,1971-05-21,40.98,40.98,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-05-24,1971-05-24,40.78,40.78,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-05-25,1971-05-25,41.02,41.02,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-05-26,1971-05-26,40.9,40.9,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-05-27,1971-05-27,40.7,40.7,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-05-28,1971-05-28,40.84,40.84,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-01,1971-06-01,40.84,40.84,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-02,1971-06-02,40.6,40.6,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-03,1971-06-03,40.6,40.6,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-04,1971-06-04,40.6,40.6,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-07,1971-06-07,40.45,40.45,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-08,1971-06-08,40.18,40.18,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-09,1971-06-09,39.92,39.92,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-10,1971-06-10,39.75,39.75,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-11,1971-06-11,39.6,39.6,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-14,1971-06-14,39.55,39.55,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-15,1971-06-15,39.59,39.59,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-16,1971-06-16,39.98,39.98,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-17,1971-06-17,39.84,39.84,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-18,1971-06-18,39.95,39.95,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-21,1971-06-21,39.95,39.95,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-22,1971-06-22,40.12,40.12,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-23,1971-06-23,40.3,40.3,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-24,1971-06-24,40.38,40.38,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-25,1971-06-25,40.1,40.1,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-28,1971-06-28,39.95,39.95,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-29,1971-06-29,39.9,39.9,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-06-30,1971-06-30,40.1,40.1,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-01,1971-07-01,40.24,40.24,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-02,1971-07-02,40.38,40.38,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-05,1971-07-05,40.3,40.3,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-06,1971-07-06,40.3,40.3,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-07,1971-07-07,40.25,40.25,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-08,1971-07-08,40.28,40.28,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-09,1971-07-09,40.24,40.24,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-12,1971-07-12,40.38,40.38,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-13,1971-07-13,40.31,40.31,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-14,1971-07-14,40.35,40.35,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-15,1971-07-15,40.42,40.42,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-16,1971-07-16,40.74,40.74,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-19,1971-07-19,41.0,41.0,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-20,1971-07-20,40.9,40.9,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-21,1971-07-21,41.16,41.16,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-22,1971-07-22,41.7,41.7,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-23,1971-07-23,41.62,41.62,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-26,1971-07-26,41.75,41.75,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-27,1971-07-27,41.9,41.9,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-28,1971-07-28,42.05,42.05,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-29,1971-07-29,42.28,42.28,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-07-30,1971-07-30,42.4,42.4,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-02,1971-08-02,42.35,42.35,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-03,1971-08-03,42.25,42.25,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-04,1971-08-04,42.5,42.5,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-05,1971-08-05,42.75,42.75,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-06,1971-08-06,42.56,42.56,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-09,1971-08-09,43.94,43.94,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-10,1971-08-10,43.25,43.25,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-11,1971-08-11,42.85,42.85,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-12,1971-08-12,43.25,43.25,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-13,1971-08-13,43.0,43.0,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-16,1971-08-16,NA,,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-17,1971-08-17,43.05,43.05,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-18,1971-08-18,43.15,43.15,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-19,1971-08-19,43.3,43.3,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-20,1971-08-20,43.3,43.3,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-23,1971-08-23,43.3,43.3,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-24,1971-08-24,43.2,43.2,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-25,1971-08-25,42.78,42.78,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-26,1971-08-26,42.0,42.0,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-27,1971-08-27,41.12,41.12,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-08-31,1971-08-31,40.65,40.65,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-01,1971-09-01,41.1,41.1,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-02,1971-09-02,41.38,41.38,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-03,1971-09-03,41.7,41.7,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-06,1971-09-06,41.72,41.72,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-07,1971-09-07,41.65,41.65,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-08,1971-09-08,41.4,41.4,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-09,1971-09-09,41.75,41.75,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-10,1971-09-10,41.65,41.65,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-13,1971-09-13,41.62,41.62,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-14,1971-09-14,41.79,41.79,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-15,1971-09-15,41.95,41.95,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-16,1971-09-16,42.24,42.24,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-17,1971-09-17,42.05,42.05,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-20,1971-09-20,42.3,42.3,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-21,1971-09-21,42.31,42.31,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-22,1971-09-22,42.2,42.2,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-23,1971-09-23,42.24,42.24,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-24,1971-09-24,42.5,42.5,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-27,1971-09-27,42.58,42.58,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-28,1971-09-28,43.15,43.15,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-29,1971-09-29,42.6,42.6,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-09-30,1971-09-30,42.6,42.6,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-01,1971-10-01,42.4,42.4,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-04,1971-10-04,42.52,42.52,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-05,1971-10-05,42.42,42.42,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-06,1971-10-06,42.45,42.45,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-07,1971-10-07,42.54,42.54,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-08,1971-10-08,42.45,42.45,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-11,1971-10-11,42.51,42.51,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-12,1971-10-12,42.51,42.51,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-13,1971-10-13,42.7,42.7,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-14,1971-10-14,42.62,42.62,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-15,1971-10-15,42.55,42.55,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-18,1971-10-18,42.56,42.56,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-19,1971-10-19,42.58,42.58,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-20,1971-10-20,42.52,42.52,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-21,1971-10-21,42.48,42.48,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-22,1971-10-22,42.48,42.48,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-25,1971-10-25,42.52,42.52,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-26,1971-10-26,42.5,42.5,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-27,1971-10-27,42.48,42.48,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-28,1971-10-28,42.45,42.45,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-10-29,1971-10-29,42.34,42.34,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-01,1971-11-01,42.15,42.15,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-02,1971-11-02,42.32,42.32,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-03,1971-11-03,42.2,42.2,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-04,1971-11-04,42.2,42.2,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-05,1971-11-05,42.32,42.32,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-08,1971-11-08,42.4,42.4,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-09,1971-11-09,42.52,42.52,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-10,1971-11-10,42.62,42.62,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-11,1971-11-11,42.61,42.61,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-12,1971-11-12,42.7,42.7,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-15,1971-11-15,42.85,42.85,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-16,1971-11-16,42.8,42.8,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-17,1971-11-17,42.84,42.84,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-18,1971-11-18,43.12,43.12,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-19,1971-11-19,43.1,43.1,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-22,1971-11-22,43.25,43.25,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-23,1971-11-23,43.26,43.26,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-24,1971-11-24,43.42,43.42,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-25,1971-11-25,43.52,43.52,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-26,1971-11-26,43.4,43.4,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-29,1971-11-29,43.66,43.66,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-11-30,1971-11-30,43.6,43.6,D,USD,PM,Daily,US Dollar,PM
daily,LBMA,gold,LBMA Gold Prices,gold_D_USD_PM,LBMA Gold Prices - Daily - USD - PM,1971-12-01,1971-12-01,43.54,43.54,D,USD,PM,Daily,US Dollar,PM
