@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,frequency,unit,time,Frequency,Unit,Time
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-04-21,1982-04-21,7.202,7.202,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-04-22,1982-04-22,7.18,7.18,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-04-23,1982-04-23,7.205,7.205,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-04-26,1982-04-26,7.391,7.391,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-04-27,1982-04-27,7.169,7.169,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-04-28,1982-04-28,7.212,7.212,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-04-29,1982-04-29,7.015,7.015,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-04-30,1982-04-30,7.06,7.06,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-04,1982-05-04,6.898,6.898,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-05,1982-05-05,6.82,6.82,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-06,1982-05-06,6.8,6.8,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-07,1982-05-07,6.86,6.86,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-10,1982-05-10,6.697,6.697,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-11,1982-05-11,6.676,6.676,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-12,1982-05-12,6.69,6.69,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-13,1982-05-13,6.65,6.65,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-14,1982-05-14,6.65,6.65,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-17,1982-05-17,6.76,6.76,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-18,1982-05-18,6.693,6.693,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-19,1982-05-19,6.76,6.76,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-20,1982-05-20,6.71,6.71,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-21,1982-05-21,6.7,6.7,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-24,1982-05-24,6.568,6.568,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-25,1982-05-25,6.486,6.486,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-26,1982-05-26,6.598,6.598,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-27,1982-05-27,6.395,6.395,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-05-28,1982-05-28,6.356,6.356,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-01,1982-06-01,6.096,6.096,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-02,1982-06-02,5.97,5.97,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-03,1982-06-03,6.065,6.065,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-04,1982-06-04,5.924,5.924,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-07,1982-06-07,5.92,5.92,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-08,1982-06-08,6.085,6.085,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-09,1982-06-09,5.918,5.918,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-10,1982-06-10,5.882,5.882,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-11,1982-06-11,5.947,5.947,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-14,1982-06-14,5.815,5.815,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-15,1982-06-15,5.51,5.51,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-16,1982-06-16,5.445,5.445,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-17,1982-06-17,5.318,5.318,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-18,1982-06-18,5.14,5.14,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-21,1982-06-21,4.901,4.901,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-22,1982-06-22,5.006,5.006,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-23,1982-06-23,5.045,5.045,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-24,1982-06-24,5.225,5.225,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-25,1982-06-25,5.123,5.123,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-28,1982-06-28,5.1,5.1,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-29,1982-06-29,5.36,5.36,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-06-30,1982-06-30,5.73,5.73,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-01,1982-07-01,5.712,5.712,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-02,1982-07-02,5.875,5.875,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-05,1982-07-05,5.965,5.965,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-06,1982-07-06,5.86,5.86,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-07,1982-07-07,5.531,5.531,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-08,1982-07-08,5.735,5.735,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-09,1982-07-09,6.237,6.237,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-12,1982-07-12,6.306,6.306,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-13,1982-07-13,6.24,6.24,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-14,1982-07-14,6.62,6.62,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-15,1982-07-15,6.482,6.482,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-16,1982-07-16,6.385,6.385,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-19,1982-07-19,6.552,6.552,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-20,1982-07-20,6.415,6.415,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-21,1982-07-21,7.048,7.048,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-22,1982-07-22,6.965,6.965,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-23,1982-07-23,7.145,7.145,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-26,1982-07-26,7.12,7.12,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-27,1982-07-27,7.21,7.21,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-28,1982-07-28,6.99,6.99,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-29,1982-07-29,6.7,6.7,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-07-30,1982-07-30,6.635,6.635,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-02,1982-08-02,6.888,6.888,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-03,1982-08-03,7.085,7.085,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-04,1982-08-04,6.81,6.81,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-05,1982-08-05,6.935,6.935,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-06,1982-08-06,6.82,6.82,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-09,1982-08-09,6.575,6.575,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-10,1982-08-10,6.488,6.488,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-11,1982-08-11,6.24,6.24,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-12,1982-08-12,6.247,6.247,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-13,1982-08-13,6.382,6.382,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-16,1982-08-16,6.28,6.28,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-17,1982-08-17,6.342,6.342,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-18,1982-08-18,6.96,6.96,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-19,1982-08-19,6.962,6.962,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-20,1982-08-20,7.452,7.452,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-23,1982-08-23,7.85,7.85,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-24,1982-08-24,8.153,8.153,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-25,1982-08-25,7.858,7.858,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-26,1982-08-26,8.07,8.07,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-27,1982-08-27,8.25,8.25,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-08-31,1982-08-31,7.73,7.73,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-01,1982-09-01,7.69,7.69,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-02,1982-09-02,7.74,7.74,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-03,1982-09-03,8.8,8.8,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-06,1982-09-06,9.15,9.15,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-07,1982-09-07,9.453,9.453,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-08,1982-09-08,8.88,8.88,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-09,1982-09-09,9.329,9.329,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-10,1982-09-10,8.752,8.752,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-13,1982-09-13,8.78,8.78,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-14,1982-09-14,8.953,8.953,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-15,1982-09-15,8.877,8.877,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-16,1982-09-16,9.16,9.16,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-17,1982-09-17,8.98,8.98,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-20,1982-09-20,8.68,8.68,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-21,1982-09-21,8.713,8.713,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-22,1982-09-22,9.101,9.101,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-23,1982-09-23,8.89,8.89,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-24,1982-09-24,8.911,8.911,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-27,1982-09-27,8.485,8.485,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-28,1982-09-28,8.2625,8.2625,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-29,1982-09-29,8.44,8.44,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-09-30,1982-09-30,8.193,8.193,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-01,1982-10-01,8.232,8.232,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-04,1982-10-04,8.128,8.128,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-05,1982-10-05,7.975,7.975,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-06,1982-10-06,8.224,8.224,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-07,1982-10-07,8.468,8.468,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-08,1982-10-08,8.905,8.905,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-11,1982-10-11,9.1,9.1,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-12,1982-10-12,9.44,9.44,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-13,1982-10-13,9.365,9.365,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-14,1982-10-14,9.802,9.802,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-15,1982-10-15,9.73,9.73,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-18,1982-10-18,9.582,9.582,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-19,1982-10-19,10.24,10.24,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-20,1982-10-20,9.915,9.915,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-21,1982-10-21,10.463,10.463,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-22,1982-10-22,10.26,10.26,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-25,1982-10-25,10.072,10.072,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-26,1982-10-26,9.95,9.95,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-27,1982-10-27,9.9,9.9,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-28,1982-10-28,9.76,9.76,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-10-29,1982-10-29,9.87,9.87,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-01,1982-11-01,10.18,10.18,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-02,1982-11-02,10.35,10.35,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-03,1982-11-03,10.45,10.45,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-04,1982-11-04,10.58,10.58,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-05,1982-11-05,10.582,10.582,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-08,1982-11-08,10.225,10.225,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-09,1982-11-09,10.142,10.142,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-10,1982-11-10,10.175,10.175,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-11,1982-11-11,9.76,9.76,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-12,1982-11-12,9.37,9.37,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-15,1982-11-15,9.351,9.351,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-16,1982-11-16,9.48,9.48,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-17,1982-11-17,9.73,9.73,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-18,1982-11-18,9.588,9.588,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-19,1982-11-19,9.83,9.83,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-22,1982-11-22,9.63,9.63,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-23,1982-11-23,9.3,9.3,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-24,1982-11-24,9.014,9.014,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-25,1982-11-25,9.23,9.23,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-26,1982-11-26,9.217,9.217,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-29,1982-11-29,9.532,9.532,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-11-30,1982-11-30,9.54,9.54,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-12-01,1982-12-01,10.14,10.14,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-12-02,1982-12-02,10.131,10.131,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1982-12-03,1982-12-03,10.425,10.425,D,USD,,Daily,US Dollar,
